Gen	theta_1El	theta_2Mi	theta_3An	theta_4Po	theta_5Ab	theta_6Ge	theta_7Tr	theta_8MiPoAbAnGeTrEl	theta_9MiPoAbAnGeTr	theta_10MiPoAb	theta_11PoAb	theta_12AnGeTr	theta_13GeTr	tau_8MiPoAbAnGeTrEl	tau_9MiPoAbAnGeTr	tau_10MiPoAb	tau_11PoAb	tau_12AnGeTr	tau_13GeTr	M_El->Ge	M_El->Tr	M_An->Po	M_An->Ge	M_Po->An	M_Po->Ab	M_Ab->Po	M_Ge->El	M_Ge->An	M_Ge->Tr	M_Tr->El	M_Tr->Ge	lnL
1312	0.002457	0.000930	0.001609	0.005009	0.001931	0.002087	0.002198	0.005903	0.003768	0.004315	0.003094	0.001692	0.013729	0.001765	0.001760	0.000649	0.000634	0.001718	0.000270	0.000939	0.000000	0.000000	0.042266	0.005579	0.000000	0.284888	0.014036	0.232479	0.029734	0.070856	0.065477	-11906.757
1313	0.002780	0.001053	0.001821	0.005668	0.002185	0.002362	0.002487	0.006679	0.004857	0.003892	0.003500	0.001923	0.014714	0.001997	0.001991	0.000739	0.000717	0.001937	0.000305	0.000017	0.000000	0.000000	0.042266	0.005579	0.000000	0.284888	0.002061	0.232479	0.029734	0.070856	0.065477	-11924.740
1314	0.003061	0.001159	0.002005	0.006241	0.002406	0.002601	0.002780	0.007355	0.005245	0.004285	0.002760	0.002117	0.015350	0.002199	0.002193	0.000814	0.000789	0.002133	0.000336	0.000903	0.000000	0.000000	0.042266	0.000063	0.000002	0.284888	0.000658	0.232479	0.001148	0.070856	0.065477	-11913.771
1315	0.002715	0.001028	0.001779	0.005536	0.002135	0.002307	0.002466	0.006525	0.004157	0.004569	0.002448	0.001945	0.013964	0.001951	0.001945	0.000722	0.000700	0.001838	0.000298	0.000013	0.000000	0.000000	0.045058	0.000063	0.000071	0.284888	0.000355	0.232479	0.001148	0.070856	0.065477	-11921.423
1316	0.002715	0.001028	0.001779	0.005536	0.002135	0.001857	0.002466	0.006525	0.004157	0.005313	0.004017	0.002868	0.013062	0.001951	0.001945	0.000722	0.000700	0.001838	0.000298	0.000013	0.000000	0.000000	0.045058	0.000063	0.006856	0.284888	0.014440	0.232479	0.005995	0.004611	0.065477	-11930.808
1317	0.002715	0.001028	0.001779	0.005536	0.002135	0.001857	0.002466	0.006525	0.003319	0.005313	0.003129	0.003645	0.013217	0.001951	0.001945	0.000722	0.000700	0.001816	0.000298	0.000000	0.000000	0.000000	0.018110	0.001361	0.006856	0.284888	0.000006	0.232479	0.005995	0.004611	0.065477	-11936.586
1318	0.002715	0.001028	0.001779	0.005560	0.002135	0.001857	0.002466	0.006525	0.004164	0.004911	0.003129	0.003645	0.013934	0.001951	0.001945	0.000722	0.000700	0.001816	0.000298	0.000002	0.000000	0.000000	0.018110	0.001361	0.000086	0.284888	0.001303	0.232479	0.005995	0.004611	0.065477	-11957.853
1319	0.002715	0.001028	0.001779	0.005560	0.002135	0.001857	0.002466	0.006525	0.004164	0.003964	0.003129	0.003511	0.012360	0.001951	0.001945	0.000731	0.000700	0.001874	0.000298	0.000002	0.000020	0.000000	0.018110	0.000122	0.000003	0.284888	0.000027	0.232479	0.000226	0.004611	0.065477	-11940.663
1320	0.002715	0.001028	0.001779	0.005560	0.002135	0.001857	0.002458	0.007916	0.004386	0.005139	0.002463	0.001924	0.012360	0.001951	0.001945	0.000731	0.000700	0.001902	0.000298	0.000008	0.000000	0.000000	0.018110	0.000122	0.000099	0.284888	0.000027	0.232479	0.000226	0.075925	0.065477	-11923.162
1321	0.002417	0.001028	0.001663	0.005560	0.002135	0.001857	0.002458	0.007916	0.005167	0.005596	0.003678	0.003149	0.012360	0.001951	0.001945	0.000731	0.000700	0.001902	0.000298	0.000001	0.000004	0.000000	0.018110	0.007317	0.000003	0.284888	0.000027	0.232479	0.000226	0.075925	0.065477	-11945.372
1322	0.002128	0.001028	0.001663	0.005560	0.002135	0.001857	0.002528	0.007916	0.004423	0.005596	0.002497	0.003149	0.013817	0.001951	0.001945	0.000731	0.000700	0.001902	0.000298	0.000001	0.000000	0.000000	0.018110	0.000287	0.000491	0.284888	0.000027	0.121823	0.002779	0.005724	0.032357	-11935.619
1323	0.002128	0.001028	0.001663	0.005560	0.002135	0.001857	0.002528	0.007916	0.012733	0.005596	0.002497	0.003149	0.013132	0.001951	0.001921	0.000731	0.000700	0.001902	0.000298	0.000021	0.000008	0.000001	0.018110	0.012992	0.000491	0.284888	0.001311	0.121823	0.002779	0.005724	0.032357	-11962.216
1324	0.002128	0.001028	0.001663	0.005560	0.002135	0.001857	0.002132	0.007916	0.012874	0.004488	0.003121	0.002298	0.015288	0.001951	0.001921	0.000731	0.000700	0.001902	0.000265	0.000021	0.000008	0.000019	0.018110	0.012992	0.000063	0.284888	0.001311	0.121823	0.000061	0.005724	0.032357	-11925.925
1325	0.002128	0.001028	0.001663	0.005560	0.002135	0.001857	0.002132	0.007494	0.006207	0.004488	0.003121	0.002298	0.016506	0.001951	0.001942	0.000731	0.000700	0.001902	0.000265	0.002357	0.000000	0.002618	0.018110	0.002459	0.001470	0.284888	0.001311	0.121823	0.000061	0.005724	0.032357	-11930.886
1326	0.002128	0.001028	0.001663	0.005560	0.002135	0.001857	0.002132	0.007494	0.011192	0.004488	0.003470	0.003348	0.017240	0.001951	0.001924	0.000731	0.000722	0.001902	0.000265	0.000005	0.000000	0.002618	0.018110	0.002459	0.006350	0.284888	0.000027	0.121823	0.000000	0.005724	0.032357	-11934.430
1327	0.002128	0.001028	0.001663	0.005560	0.002135	0.001857	0.002132	0.008280	0.012084	0.004598	0.003102	0.001790	0.016423	0.001951	0.001924	0.000731	0.000722	0.001902	0.000265	0.000001	0.000000	0.002618	0.018110	0.017667	0.007795	0.284888	0.000027	0.121823	0.000000	0.005724	0.032357	-11923.545
1328	0.001988	0.000961	0.001553	0.005194	0.001994	0.001735	0.001991	0.007734	0.016757	0.005544	0.003131	0.003086	0.014239	0.001822	0.001791	0.000683	0.000624	0.001749	0.000248	0.000017	0.000000	0.000072	0.018110	0.017667	0.000249	0.284888	0.000027	0.121823	0.000019	0.136237	0.032357	-11921.415
1329	0.001988	0.000961	0.001553	0.004495	0.001994	0.001735	0.001991	0.006831	0.017393	0.005544	0.002251	0.001908	0.012175	0.001822	0.001791	0.000683	0.000624	0.001787	0.000248	0.000909	0.000000	0.000023	0.032042	0.017667	0.000028	0.284888	0.000001	0.209206	0.004022	0.032482	0.032357	-11921.481
1330	0.002509	0.000961	0.001553	0.004495	0.001994	0.001735	0.001217	0.006831	0.018341	0.005544	0.002251	0.001908	0.013525	0.001822	0.001791	0.000683	0.000624	0.001787	0.000234	0.000909	0.000000	0.000000	0.032042	0.017667	0.000002	0.284888	0.000044	0.209206	0.000216	0.032482	0.032357	-11913.348
1331	0.002509	0.000961	0.001553	0.004495	0.001994	0.001567	0.001217	0.008499	0.008683	0.004728	0.002251	0.001908	0.012557	0.001822	0.001797	0.000683	0.000624	0.001787	0.000234	0.034099	0.000000	0.000000	0.032042	0.017667	0.000046	0.284888	0.001090	0.209206	0.000005	0.032482	0.032357	-11893.177
1332	0.002509	0.000961	0.001553	0.004934	0.001994	0.001567	0.001217	0.008499	0.009525	0.004728	0.002411	0.001908	0.013402	0.001822	0.001797	0.000683	0.000624	0.001787	0.000231	0.003440	0.000000	0.000001	0.032042	0.017667	0.000887	0.284888	0.007626	0.209206	0.000063	0.032482	0.032357	-11911.269
1333	0.002509	0.000961	0.001926	0.004934	0.001994	0.001567	0.001217	0.007675	0.010248	0.004728	0.003246	0.001908	0.011491	0.001822	0.001797	0.000683	0.000624	0.001787	0.000231	0.003440	0.000000	0.000000	0.032042	0.017667	0.000887	0.284888	0.007626	0.209206	0.000063	0.032482	0.032357	-11926.400
1334	0.002509	0.000961	0.001926	0.004934	0.002209	0.001567	0.001217	0.008058	0.010033	0.004728	0.002910	0.001908	0.010137	0.001822	0.001797	0.000683	0.000624	0.001787	0.000231	0.003440	0.000000	0.000000	0.032042	0.017667	0.000039	0.284888	0.007626	0.209206	0.000000	0.032482	0.032357	-11931.993
1335	0.002509	0.000961	0.001926	0.004934	0.002209	0.001567	0.001217	0.008058	0.005765	0.005483	0.002016	0.002670	0.010137	0.001822	0.001807	0.000683	0.000624	0.001787	0.000231	0.001292	0.000000	0.000000	0.032042	0.017667	0.000039	0.284888	0.007626	0.209206	0.000015	0.032482	0.032357	-11933.199
1336	0.002796	0.001070	0.002147	0.005498	0.002462	0.001747	0.001356	0.007708	0.003695	0.006110	0.002246	0.004670	0.012156	0.002030	0.002024	0.000761	0.000696	0.001959	0.000257	0.003331	0.000000	0.000003	0.032042	0.017667	0.000000	0.284888	0.000278	0.209206	0.000015	0.032915	0.032357	-11915.769
1337	0.002796	0.001290	0.002147	0.005498	0.002462	0.001747	0.001356	0.007708	0.002818	0.006110	0.003026	0.003847	0.012156	0.002030	0.002024	0.000761	0.000696	0.001912	0.000257	0.000002	0.000000	0.000022	0.032042	0.017667	0.000011	0.284888	0.000278	0.209206	0.000414	0.032915	0.032357	-11911.658
1338	0.002796	0.001290	0.002147	0.005498	0.002462	0.001747	0.001356	0.007708	0.003555	0.004807	0.003026	0.005113	0.015346	0.002030	0.002024	0.000761	0.000696	0.001912	0.000230	0.000000	0.000000	0.000168	0.032042	0.017667	0.000000	0.284888	0.008964	0.209206	0.000016	0.032915	0.032357	-11927.294
1339	0.002796	0.001290	0.002147	0.005498	0.002462	0.001747	0.001356	0.008711	0.006539	0.004807	0.003318	0.003883	0.013822	0.002030	0.001992	0.000761	0.000696	0.001912	0.000255	0.000025	0.000000	0.005623	0.032042	0.017667	0.000058	0.284888	0.008964	0.209206	0.000191	0.032915	0.032357	-11913.703
1340	0.002796	0.001290	0.002147	0.005498	0.002462	0.001747	0.001356	0.008711	0.007298	0.004807	0.002362	0.002241	0.015579	0.002030	0.001992	0.000761	0.000696	0.001959	0.000241	0.000094	0.000000	0.005623	0.032042	0.017667	0.000001	0.284888	0.008964	0.209206	0.000191	0.032915	0.032357	-11913.935
1341	0.002601	0.001200	0.001997	0.005114	0.002290	0.001625	0.001261	0.007120	0.005776	0.004471	0.002108	0.002084	0.014970	0.001889	0.001852	0.000708	0.000674	0.001822	0.000224	0.002574	0.000000	0.000224	0.032042	0.017667	0.000020	0.284888	0.000050	0.209206	0.000672	0.032915	0.032357	-11882.091
1342	0.002601	0.001200	0.001997	0.005114	0.002290	0.001625	0.001261	0.008130	0.003116	0.003387	0.002108	0.002084	0.014970	0.001889	0.001865	0.000708	0.000674	0.001822	0.000224	0.002574	0.000000	0.000224	0.032042	0.017667	0.000342	0.284888	0.000223	0.209206	0.001986	0.032915	0.032357	-11919.573
1343	0.002601	0.001200	0.001997	0.005380	0.002290	0.001625	0.001261	0.008954	0.004154	0.004383	0.002108	0.002068	0.013925	0.001889	0.001865	0.000708	0.000674	0.001834	0.000224	0.002574	0.000000	0.000224	0.032042	0.017667	0.000007	0.284888	0.000006	0.209206	0.001986	0.032915	0.032357	-11930.366
1344	0.002547	0.001175	0.001955	0.005268	0.002242	0.001591	0.001801	0.007851	0.003338	0.004818	0.002064	0.001735	0.011646	0.001849	0.001832	0.000693	0.000660	0.001796	0.000258	0.002574	0.000000	0.000224	0.032042	0.017667	0.000007	0.284888	0.000006	0.209206	0.000472	0.032915	0.032357	-11924.024
1345	0.002547	0.001175	0.001955	0.005816	0.002242	0.001591	0.001801	0.008244	0.002578	0.003541	0.002064	0.002976	0.011115	0.001849	0.001832	0.000693	0.000660	0.001816	0.000258	0.002574	0.000000	0.011940	0.032042	0.017667	0.000141	0.284888	0.000146	0.209206	0.001779	0.032915	0.032357	-11934.830
1346	0.002834	0.001308	0.002175	0.005521	0.002495	0.002254	0.002004	0.009249	0.002268	0.003941	0.002297	0.002508	0.012980	0.002058	0.002044	0.000771	0.000735	0.002021	0.000287	0.002574	0.000000	0.011940	0.032042	0.008291	0.000003	0.284888	0.001009	0.209206	0.001779	0.032915	0.032357	-11917.626
1347	0.002834	0.001308	0.002175	0.005521	0.002495	0.002254	0.002004	0.010087	0.002268	0.003941	0.002297	0.002506	0.012156	0.002058	0.002044	0.000771	0.000735	0.002022	0.000287	0.002574	0.000000	0.011940	0.032042	0.008291	0.000000	0.284888	0.000040	0.209206	0.000078	0.084995	0.032357	-11890.667
1348	0.002624	0.001211	0.002014	0.005112	0.002310	0.002087	0.001494	0.009927	0.002473	0.003648	0.001664	0.001940	0.010371	0.001905	0.001892	0.000714	0.000680	0.001872	0.000266	0.000004	0.000000	0.011940	0.032042	0.067871	0.000000	0.284888	0.000040	0.209206	0.002562	0.084995	0.032357	-11907.000
1349	0.002624	0.001211	0.002014	0.005112	0.002310	0.002087	0.001494	0.009511	0.002473	0.004542	0.001664	0.001940	0.010371	0.001905	0.001892	0.000714	0.000680	0.001872	0.000266	0.000001	0.000000	0.011940	0.032042	0.000436	0.000000	0.284888	0.002604	0.209206	0.000870	0.084995	0.032357	-11906.019
1350	0.002624	0.001211	0.002014	0.005112	0.002310	0.002087	0.001494	0.010955	0.002216	0.004542	0.001672	0.002657	0.011201	0.001905	0.001894	0.000714	0.000677	0.001813	0.000266	0.000046	0.000000	0.011940	0.032042	0.017670	0.000000	0.284888	0.002604	0.209206	0.000870	0.084995	0.032357	-11906.583
1351	0.002624	0.001211	0.002014	0.005112	0.002310	0.002087	0.001494	0.010955	0.001876	0.003863	0.001672	0.003376	0.011538	0.001905	0.001894	0.000714	0.000677	0.001813	0.000266	0.000000	0.000000	0.011940	0.032042	0.000805	0.000004	0.284888	0.002604	0.209206	0.000001	0.084995	0.032357	-11922.921
1352	0.002624	0.001211	0.002014	0.005112	0.002310	0.002087	0.001494	0.010296	0.001876	0.003863	0.001672	0.002853	0.013172	0.001905	0.001894	0.000714	0.000677	0.001852	0.000233	0.000002	0.000000	0.011940	0.032042	0.000805	0.000004	0.284888	0.002604	0.209206	0.000000	0.084995	0.032357	-11910.168
1353	0.002624	0.001211	0.002014	0.005112	0.002310	0.002087	0.001494	0.010860	0.001339	0.003667	0.001672	0.004181	0.012386	0.001905	0.001892	0.000714	0.000677	0.001852	0.000247	0.000014	0.000000	0.011940	0.032042	0.000805	0.000004	0.284888	0.002604	0.209206	0.000017	0.084995	0.032357	-11942.369
1354	0.002624	0.001013	0.002014	0.005112	0.002310	0.002087	0.001494	0.009527	0.002760	0.003667	0.001672	0.004930	0.012610	0.001905	0.001872	0.000714	0.000677	0.001848	0.000247	0.000328	0.000000	0.011607	0.032042	0.000006	0.000004	0.284888	0.002604	0.209206	0.004447	0.084995	0.032357	-11924.259
1355	0.002624	0.001013	0.002014	0.005112	0.002310	0.002087	0.001494	0.009527	0.002624	0.003667	0.001672	0.005047	0.012310	0.001905	0.001881	0.000714	0.000677	0.001811	0.000234	0.002578	0.000000	0.011607	0.032042	0.000051	0.000002	0.284888	0.002604	0.209206	0.000133	0.084995	0.032357	-11923.622
1356	0.002990	0.001013	0.002014	0.005112	0.002310	0.002087	0.001452	0.009107	0.001524	0.004588	0.001061	0.004957	0.013531	0.001906	0.001878	0.000707	0.000677	0.001840	0.000234	0.027668	0.000000	0.011607	0.032042	0.000026	0.000002	0.284888	0.000081	0.209206	0.000133	0.084995	0.032357	-11930.582
1357	0.002990	0.001013	0.002014	0.005112	0.002310	0.002087	0.001452	0.009107	0.001544	0.004588	0.001051	0.003600	0.013531	0.001906	0.001878	0.000707	0.000683	0.001827	0.000234	0.027668	0.000000	0.001790	0.032042	0.000363	0.000000	0.284888	0.007966	0.209206	0.002437	0.084995	0.032357	-11923.010
1358	0.002990	0.001013	0.002014	0.005112	0.002310	0.002087	0.001452	0.009107	0.001544	0.004588	0.001051	0.002414	0.014735	0.001906	0.001878	0.000707	0.000683	0.001827	0.000234	0.027668	0.000000	0.001790	0.032042	0.000363	0.000000	0.284888	0.007966	0.209206	0.000308	0.084995	0.032357	-11920.473
1359	0.002533	0.001013	0.002014	0.005112	0.002310	0.002087	0.001452	0.009107	0.003643	0.004588	0.001051	0.003193	0.013825	0.001906	0.001848	0.000707	0.000683	0.001826	0.000234	0.000574	0.000000	0.001790	0.032042	0.006102	0.000000	0.284888	0.007966	0.209206	0.000823	0.084995	0.032357	-11906.951
1360	0.002533	0.001013	0.002014	0.005112	0.002310	0.002087	0.001888	0.008237	0.006012	0.004401	0.001051	0.003151	0.012400	0.001906	0.001844	0.000707	0.000683	0.001826	0.000234	0.004219	0.000000	0.001790	0.032042	0.000362	0.000000	0.284888	0.007966	0.209206	0.000823	0.084995	0.032357	-11921.926
1361	0.002533	0.001047	0.002014	0.005112	0.002310	0.002087	0.001888	0.007203	0.002403	0.004401	0.001051	0.003151	0.012499	0.001906	0.001875	0.000707	0.000683	0.001826	0.000234	0.000300	0.000000	0.000101	0.032042	0.003493	0.000486	0.284888	0.007966	0.209206	0.000823	0.084995	0.032357	-11926.120
1362	0.002816	0.001164	0.002239	0.005683	0.002568	0.002320	0.002098	0.007302	0.003828	0.004892	0.001213	0.004224	0.011790	0.002119	0.002084	0.000786	0.000732	0.002030	0.000307	0.011061	0.000000	0.000005	0.032042	0.000566	0.000486	0.284888	0.007966	0.209206	0.000823	0.084995	0.032357	-11938.434
1363	0.002593	0.001072	0.002061	0.005231	0.002364	0.002136	0.001932	0.006344	0.003243	0.004504	0.001747	0.005309	0.010238	0.001951	0.001918	0.000723	0.000674	0.001869	0.000282	0.011061	0.000000	0.000054	0.032042	0.002043	0.000057	0.284888	0.000127	0.209206	0.011985	0.084995	0.032357	-11942.506
1364	0.002593	0.001072	0.002061	0.005231	0.002364	0.002136	0.001932	0.006830	0.003243	0.004504	0.001747	0.005408	0.010238	0.001951	0.001918	0.000723	0.000674	0.001869	0.000282	0.001932	0.000000	0.004326	0.032042	0.000046	0.001531	0.284888	0.004188	0.209206	0.011985	0.084995	0.032357	-11927.398
1365	0.002958	0.001223	0.002352	0.005969	0.002697	0.002437	0.002204	0.007793	0.004816	0.005139	0.001994	0.005042	0.010591	0.002226	0.002189	0.000825	0.000769	0.002132	0.000322	0.001932	0.000000	0.000050	0.032042	0.000612	0.000024	0.284888	0.000922	0.209206	0.000368	0.084995	0.032357	-11909.860
1366	0.002958	0.001223	0.002352	0.005969	0.002697	0.003069	0.002204	0.007793	0.003844	0.006384	0.002296	0.005042	0.009520	0.002226	0.002189	0.000825	0.000769	0.002132	0.000325	0.008924	0.000000	0.002049	0.032042	0.000612	0.001166	0.284888	0.000922	0.209206	0.000008	0.084995	0.032357	-11895.037
1367	0.002596	0.001073	0.002064	0.005239	0.002367	0.002694	0.001934	0.006840	0.002781	0.004407	0.002015	0.003586	0.009261	0.001954	0.001921	0.000724	0.000674	0.001872	0.000285	0.000496	0.000000	0.002049	0.032042	0.000612	0.001166	0.284888	0.000066	0.209206	0.000008	0.084995	0.032357	-11930.694
1368	0.002884	0.001192	0.002293	0.005819	0.002630	0.002992	0.002149	0.007597	0.001659	0.004895	0.002238	0.004919	0.009544	0.002170	0.002149	0.000804	0.000749	0.002066	0.000341	0.013767	0.000000	0.002049	0.032042	0.002762	0.000009	0.284888	0.007215	0.209206	0.000794	0.084995	0.032357	-11914.777
1369	0.002880	0.001191	0.002290	0.005094	0.002626	0.002988	0.002146	0.006907	0.001657	0.005589	0.003151	0.004100	0.009765	0.002167	0.002146	0.000803	0.000748	0.002064	0.000345	0.013767	0.000000	0.000263	0.020028	0.015851	0.000164	0.284888	0.000165	0.209206	0.000794	0.084995	0.032357	-11919.914
1370	0.002880	0.001191	0.002714	0.005094	0.002626	0.002988	0.002146	0.006907	0.002644	0.006211	0.003098	0.005305	0.010764	0.002167	0.002146	0.000803	0.000761	0.002078	0.000345	0.003718	0.000000	0.000010	0.020028	0.015851	0.000164	0.284888	0.000165	0.209206	0.000518	0.084995	0.153359	-11903.536
1371	0.002880	0.001191	0.002714	0.005557	0.002626	0.002988	0.002146	0.007703	0.001681	0.007180	0.003870	0.003873	0.012336	0.002167	0.002146	0.000798	0.000761	0.002078	0.000345	0.000185	0.000000	0.002721	0.020028	0.015851	0.000164	0.284888	0.011731	0.209206	0.000009	0.084995	0.153359	-11916.899
1372	0.002880	0.001191	0.002698	0.005557	0.002626	0.002988	0.002146	0.006844	0.001681	0.007180	0.005132	0.003873	0.012336	0.002167	0.002146	0.000798	0.000761	0.002078	0.000345	0.000024	0.000000	0.000003	0.020028	0.015851	0.000164	0.284888	0.001174	0.209206	0.000385	0.084995	0.153359	-11929.953
1373	0.002624	0.001085	0.002458	0.005064	0.002393	0.002722	0.001955	0.006236	0.001532	0.005665	0.004676	0.004329	0.011493	0.001974	0.001955	0.000727	0.000693	0.001846	0.000331	0.001401	0.000000	0.000103	0.020028	0.015851	0.000027	0.284888	0.001174	0.209206	0.006877	0.084995	0.153359	-11925.256
1374	0.002624	0.001085	0.002458	0.005064	0.002393	0.002722	0.001955	0.006236	0.001532	0.005665	0.004676	0.004036	0.013387	0.001974	0.001955	0.000727	0.000693	0.001846	0.000295	0.001401	0.000000	0.002569	0.020028	0.000224	0.000002	0.284888	0.001174	0.094528	0.006877	0.084995	0.153359	-11906.637
1375	0.003387	0.001085	0.002458	0.005064	0.002393	0.002722	0.001955	0.007601	0.001532	0.005665	0.005158	0.003153	0.013387	0.001971	0.001955	0.000727	0.000676	0.001881	0.000295	0.001401	0.000000	0.008000	0.020028	0.004822	0.000135	0.284888	0.102273	0.094528	0.006877	0.084995	0.153359	-11935.678
1376	0.003387	0.001085	0.002458	0.005505	0.002393	0.002722	0.001955	0.007601	0.002674	0.005665	0.004162	0.002507	0.014520	0.001971	0.001955	0.000727	0.000676	0.001881	0.000295	0.001401	0.000000	0.008000	0.020028	0.000582	0.000001	0.284888	0.000498	0.094528	0.064617	0.084995	0.153359	-11935.652
1377	0.003387	0.001085	0.002458	0.005505	0.002393	0.002722	0.001955	0.006375	0.002142	0.005665	0.004162	0.002507	0.014520	0.001971	0.001953	0.000727	0.000676	0.001881	0.000295	0.001401	0.000000	0.008000	0.020028	0.000582	0.000000	0.284888	0.000310	0.094528	0.064617	0.084995	0.153359	-11920.687
1378	0.003387	0.001085	0.002458	0.005505	0.002393	0.002722	0.001861	0.006375	0.001909	0.004883	0.005222	0.002429	0.016349	0.001971	0.001962	0.000727	0.000676	0.001932	0.000295	0.001401	0.000007	0.008000	0.020028	0.000582	0.000000	0.284888	0.000310	0.094528	0.064617	0.084995	0.249512	-11911.060
1379	0.002956	0.000947	0.002145	0.004805	0.002088	0.002376	0.001624	0.005564	0.001667	0.004262	0.004558	0.002202	0.015692	0.001720	0.001712	0.000634	0.000590	0.001633	0.000258	0.000013	0.000007	0.008000	0.020028	0.006369	0.000000	0.284888	0.000005	0.094528	0.064617	0.047064	0.249512	-11938.456
1380	0.002956	0.000947	0.002145	0.004805	0.002088	0.002376	0.001624	0.005564	0.001436	0.004490	0.003748	0.002202	0.016732	0.001720	0.001712	0.000634	0.000590	0.001633	0.000258	0.000000	0.000001	0.000158	0.020028	0.006369	0.000005	0.284888	0.000219	0.348820	0.064617	0.047064	0.249512	-11933.566
1381	0.002914	0.000933	0.002115	0.004736	0.002059	0.002342	0.001601	0.005485	0.001416	0.004426	0.004344	0.002170	0.016493	0.001696	0.001688	0.000625	0.000581	0.001610	0.000254	0.000000	0.000000	0.000158	0.020028	0.000027	0.000734	0.284888	0.024694	0.348820	0.064617	0.047064	0.249512	-11921.469
